# Isotope Spectrum Builder - bin metadata
# detector=NaI
# isotope=Cs-137
# n_bins=2048
# e_min_keV=0.0
# e_max_keV=2520.0
# normalization=raw
# acquisition_time_s=
# base_seed=42
# builder=Created by Dr K. Karafasoulis
# url=http://karafasoulis.eu
bin_index,e_low_keV,e_high_keV,e_center_keV,bin_width_keV
517,636.15234375,637.3828125,636.767578125,1.23046875
518,637.3828125,638.61328125,637.998046875,1.23046875
519,638.61328125,639.84375,639.228515625,1.23046875
520,639.84375,641.07421875,640.458984375,1.23046875
521,641.07421875,642.3046875,641.689453125,1.23046875
522,642.3046875,643.53515625,642.919921875,1.23046875
523,643.53515625,644.765625,644.150390625,1.23046875
524,644.765625,645.99609375,645.380859375,1.23046875
525,645.99609375,647.2265625,646.611328125,1.23046875
526,647.2265625,648.45703125,647.841796875,1.23046875
527,648.45703125,649.6875,649.072265625,1.23046875
528,649.6875,650.91796875,650.302734375,1.23046875
529,650.91796875,652.1484375,651.533203125,1.23046875
530,652.1484375,653.37890625,652.763671875,1.23046875
531,653.37890625,654.609375,653.994140625,1.23046875
532,654.609375,655.83984375,655.224609375,1.23046875
533,655.83984375,657.0703125,656.455078125,1.23046875
534,657.0703125,658.30078125,657.685546875,1.23046875
535,658.30078125,659.53125,658.916015625,1.23046875
536,659.53125,660.76171875,660.146484375,1.23046875
537,660.76171875,661.9921875,661.376953125,1.23046875
538,661.9921875,663.22265625,662.607421875,1.23046875
539,663.22265625,664.453125,663.837890625,1.23046875
540,664.453125,665.68359375,665.068359375,1.23046875
541,665.68359375,666.9140625,666.298828125,1.23046875
542,666.9140625,668.14453125,667.529296875,1.23046875
543,668.14453125,669.375,668.759765625,1.23046875
544,669.375,670.60546875,669.990234375,1.23046875
545,670.60546875,671.8359375,671.220703125,1.23046875
546,671.8359375,673.06640625,672.451171875,1.23046875
547,673.06640625,674.296875,673.681640625,1.23046875
548,674.296875,675.52734375,674.912109375,1.23046875
549,675.52734375,676.7578125,676.142578125,1.23046875
550,676.7578125,677.98828125,677.373046875,1.23046875
551,677.98828125,679.21875,678.603515625,1.23046875
552,679.21875,680.44921875,679.833984375,1.23046875
553,680.44921875,681.6796875,681.064453125,1.23046875
554,681.6796875,682.91015625,682.294921875,1.23046875
555,682.91015625,684.140625,683.525390625,1.23046875
556,684.140625,685.37109375,684.755859375,1.23046875
557,685.37109375,686.6015625,685.986328125,1.23046875
558,686.6015625,687.83203125,687.216796875,1.23046875
559,687.83203125,689.0625,688.447265625,1.23046875
560,689.0625,690.29296875,689.677734375,1.23046875
561,690.29296875,691.5234375,690.908203125,1.23046875
562,691.5234375,692.75390625,692.138671875,1.23046875
563,692.75390625,693.984375,693.369140625,1.23046875
564,693.984375,695.21484375,694.599609375,1.23046875
565,695.21484375,696.4453125,695.830078125,1.23046875
566,696.4453125,697.67578125,697.060546875,1.23046875
567,697.67578125,698.90625,698.291015625,1.23046875
568,698.90625,700.13671875,699.521484375,1.23046875
569,700.13671875,701.3671875,700.751953125,1.23046875
570,701.3671875,702.59765625,701.982421875,1.23046875
571,702.59765625,703.828125,703.212890625,1.23046875
572,703.828125,705.05859375,704.443359375,1.23046875
573,705.05859375,706.2890625,705.673828125,1.23046875
574,706.2890625,707.51953125,706.904296875,1.23046875
575,707.51953125,708.75,708.134765625,1.23046875
576,708.75,709.98046875,709.365234375,1.23046875
577,709.98046875,711.2109375,710.595703125,1.23046875
578,711.2109375,712.44140625,711.826171875,1.23046875
579,712.44140625,713.671875,713.056640625,1.23046875
580,713.671875,714.90234375,714.287109375,1.23046875
581,714.90234375,716.1328125,715.517578125,1.23046875
582,716.1328125,717.36328125,716.748046875,1.23046875
583,717.36328125,718.59375,717.978515625,1.23046875
584,718.59375,719.82421875,719.208984375,1.23046875
585,719.82421875,721.0546875,720.439453125,1.23046875
586,721.0546875,722.28515625,721.669921875,1.23046875
587,722.28515625,723.515625,722.900390625,1.23046875
588,723.515625,724.74609375,724.130859375,1.23046875
589,724.74609375,725.9765625,725.361328125,1.23046875
590,725.9765625,727.20703125,726.591796875,1.23046875
591,727.20703125,728.4375,727.822265625,1.23046875
592,728.4375,729.66796875,729.052734375,1.23046875
593,729.66796875,730.8984375,730.283203125,1.23046875
594,730.8984375,732.12890625,731.513671875,1.23046875
595,732.12890625,733.359375,732.744140625,1.23046875
596,733.359375,734.58984375,733.974609375,1.23046875
597,734.58984375,735.8203125,735.205078125,1.23046875
598,735.8203125,737.05078125,736.435546875,1.23046875
599,737.05078125,738.28125,737.666015625,1.23046875
600,738.28125,739.51171875,738.896484375,1.23046875
601,739.51171875,740.7421875,740.126953125,1.23046875
602,740.7421875,741.97265625,741.357421875,1.23046875
603,741.97265625,743.203125,742.587890625,1.23046875
604,743.203125,744.43359375,743.818359375,1.23046875
605,744.43359375,745.6640625,745.048828125,1.23046875
606,745.6640625,746.89453125,746.279296875,1.23046875
607,746.89453125,748.125,747.509765625,1.23046875
608,748.125,749.35546875,748.740234375,1.23046875
609,749.35546875,750.5859375,749.970703125,1.23046875
610,750.5859375,751.81640625,751.201171875,1.23046875
611,751.81640625,753.046875,752.431640625,1.23046875
612,753.046875,754.27734375,753.662109375,1.23046875
613,754.27734375,755.5078125,754.892578125,1.23046875
614,755.5078125,756.73828125,756.123046875,1.23046875
615,756.73828125,757.96875,757.353515625,1.23046875
616,757.96875,759.19921875,758.583984375,1.23046875
617,759.19921875,760.4296875,759.814453125,1.23046875
618,760.4296875,761.66015625,761.044921875,1.23046875
619,761.66015625,762.890625,762.275390625,1.23046875
620,762.890625,764.12109375,763.505859375,1.23046875
621,764.12109375,765.3515625,764.736328125,1.23046875
622,765.3515625,766.58203125,765.966796875,1.23046875
623,766.58203125,767.8125,767.197265625,1.23046875
624,767.8125,769.04296875,768.427734375,1.23046875
625,769.04296875,770.2734375,769.658203125,1.23046875
626,770.2734375,771.50390625,770.888671875,1.23046875
627,771.50390625,772.734375,772.119140625,1.23046875
628,772.734375,773.96484375,773.349609375,1.23046875
629,773.96484375,775.1953125,774.580078125,1.23046875
630,775.1953125,776.42578125,775.810546875,1.23046875
631,776.42578125,777.65625,777.041015625,1.23046875
632,777.65625,778.88671875,778.271484375,1.23046875
633,778.88671875,780.1171875,779.501953125,1.23046875
634,780.1171875,781.34765625,780.732421875,1.23046875
635,781.34765625,782.578125,781.962890625,1.23046875
636,782.578125,783.80859375,783.193359375,1.23046875
637,783.80859375,785.0390625,784.423828125,1.23046875
638,785.0390625,786.26953125,785.654296875,1.23046875
639,786.26953125,787.5,786.884765625,1.23046875
640,787.5,788.73046875,788.115234375,1.23046875
641,788.73046875,789.9609375,789.345703125,1.23046875
642,789.9609375,791.19140625,790.576171875,1.23046875
643,791.19140625,792.421875,791.806640625,1.23046875
644,792.421875,793.65234375,793.037109375,1.23046875
645,793.65234375,794.8828125,794.267578125,1.23046875
646,794.8828125,796.11328125,795.498046875,1.23046875
647,796.11328125,797.34375,796.728515625,1.23046875
648,797.34375,798.57421875,797.958984375,1.23046875
649,798.57421875,799.8046875,799.189453125,1.23046875
650,799.8046875,801.03515625,800.419921875,1.23046875
651,801.03515625,802.265625,801.650390625,1.23046875
652,802.265625,803.49609375,802.880859375,1.23046875
653,803.49609375,804.7265625,804.111328125,1.23046875
654,804.7265625,805.95703125,805.341796875,1.23046875
655,805.95703125,807.1875,806.572265625,1.23046875
656,807.1875,808.41796875,807.802734375,1.23046875
657,808.41796875,809.6484375,809.033203125,1.23046875
658,809.6484375,810.87890625,810.263671875,1.23046875
659,810.87890625,812.109375,811.494140625,1.23046875
660,812.109375,813.33984375,812.724609375,1.23046875
661,813.33984375,814.5703125,813.955078125,1.23046875
662,814.5703125,815.80078125,815.185546875,1.23046875
663,815.80078125,817.03125,816.416015625,1.23046875
664,817.03125,818.26171875,817.646484375,1.23046875
665,818.26171875,819.4921875,818.876953125,1.23046875
666,819.4921875,820.72265625,820.107421875,1.23046875
667,820.72265625,821.953125,821.337890625,1.23046875
668,821.953125,823.18359375,822.568359375,1.23046875
669,823.18359375,824.4140625,823.798828125,1.23046875
670,824.4140625,825.64453125,825.029296875,1.23046875
671,825.64453125,826.875,826.259765625,1.23046875
672,826.875,828.10546875,827.490234375,1.23046875
673,828.10546875,829.3359375,828.720703125,1.23046875
674,829.3359375,830.56640625,829.951171875,1.23046875
675,830.56640625,831.796875,831.181640625,1.23046875
676,831.796875,833.02734375,832.412109375,1.23046875
677,833.02734375,834.2578125,833.642578125,1.23046875
678,834.2578125,835.48828125,834.873046875,1.23046875
679,835.48828125,836.71875,836.103515625,1.23046875
680,836.71875,837.94921875,837.333984375,1.23046875
681,837.94921875,839.1796875,838.564453125,1.23046875
682,839.1796875,840.41015625,839.794921875,1.23046875
683,840.41015625,841.640625,841.025390625,1.23046875
684,841.640625,842.87109375,842.255859375,1.23046875
685,842.87109375,844.1015625,843.486328125,1.23046875
686,844.1015625,845.33203125,844.716796875,1.23046875
687,845.33203125,846.5625,845.947265625,1.23046875
688,846.5625,847.79296875,847.177734375,1.23046875
689,847.79296875,849.0234375,848.408203125,1.23046875
690,849.0234375,850.25390625,849.638671875,1.23046875
691,850.25390625,851.484375,850.869140625,1.23046875
692,851.484375,852.71484375,852.099609375,1.23046875
693,852.71484375,853.9453125,853.330078125,1.23046875
694,853.9453125,855.17578125,854.560546875,1.23046875
695,855.17578125,856.40625,855.791015625,1.23046875
696,856.40625,857.63671875,857.021484375,1.23046875
697,857.63671875,858.8671875,858.251953125,1.23046875
698,858.8671875,860.09765625,859.482421875,1.23046875
699,860.09765625,861.328125,860.712890625,1.23046875
700,861.328125,862.55859375,861.943359375,1.23046875
701,862.55859375,863.7890625,863.173828125,1.23046875
702,863.7890625,865.01953125,864.404296875,1.23046875
703,865.01953125,866.25,865.634765625,1.23046875
704,866.25,867.48046875,866.865234375,1.23046875
705,867.48046875,868.7109375,868.095703125,1.23046875
706,868.7109375,869.94140625,869.326171875,1.23046875
707,869.94140625,871.171875,870.556640625,1.23046875
708,871.171875,872.40234375,871.787109375,1.23046875
709,872.40234375,873.6328125,873.017578125,1.23046875
710,873.6328125,874.86328125,874.248046875,1.23046875
711,874.86328125,876.09375,875.478515625,1.23046875
712,876.09375,877.32421875,876.708984375,1.23046875
713,877.32421875,878.5546875,877.939453125,1.23046875
714,878.5546875,879.78515625,879.169921875,1.23046875
715,879.78515625,881.015625,880.400390625,1.23046875
716,881.015625,882.24609375,881.630859375,1.23046875
717,882.24609375,883.4765625,882.861328125,1.23046875
718,883.4765625,884.70703125,884.091796875,1.23046875
719,884.70703125,885.9375,885.322265625,1.23046875
720,885.9375,887.16796875,886.552734375,1.23046875
721,887.16796875,888.3984375,887.783203125,1.23046875
722,888.3984375,889.62890625,889.013671875,1.23046875
723,889.62890625,890.859375,890.244140625,1.23046875
724,890.859375,892.08984375,891.474609375,1.23046875
725,892.08984375,893.3203125,892.705078125,1.23046875
726,893.3203125,894.55078125,893.935546875,1.23046875
727,894.55078125,895.78125,895.166015625,1.23046875
728,895.78125,897.01171875,896.396484375,1.23046875
729,897.01171875,898.2421875,897.626953125,1.23046875
730,898.2421875,899.47265625,898.857421875,1.23046875
731,899.47265625,900.703125,900.087890625,1.23046875
732,900.703125,901.93359375,901.318359375,1.23046875
733,901.93359375,903.1640625,902.548828125,1.23046875
734,903.1640625,904.39453125,903.779296875,1.23046875
735,904.39453125,905.625,905.009765625,1.23046875
736,905.625,906.85546875,906.240234375,1.23046875
737,906.85546875,908.0859375,907.470703125,1.23046875
738,908.0859375,909.31640625,908.701171875,1.23046875
739,909.31640625,910.546875,909.931640625,1.23046875
740,910.546875,911.77734375,911.162109375,1.23046875
741,911.77734375,913.0078125,912.392578125,1.23046875
742,913.0078125,914.23828125,913.623046875,1.23046875
743,914.23828125,915.46875,914.853515625,1.23046875
744,915.46875,916.69921875,916.083984375,1.23046875
745,916.69921875,917.9296875,917.314453125,1.23046875
746,917.9296875,919.16015625,918.544921875,1.23046875
747,919.16015625,920.390625,919.775390625,1.23046875
748,920.390625,921.62109375,921.005859375,1.23046875
749,921.62109375,922.8515625,922.236328125,1.23046875
750,922.8515625,924.08203125,923.466796875,1.23046875
751,924.08203125,925.3125,924.697265625,1.23046875
752,925.3125,926.54296875,925.927734375,1.23046875
753,926.54296875,927.7734375,927.158203125,1.23046875
754,927.7734375,929.00390625,928.388671875,1.23046875
755,929.00390625,930.234375,929.619140625,1.23046875
756,930.234375,931.46484375,930.849609375,1.23046875
757,931.46484375,932.6953125,932.080078125,1.23046875
758,932.6953125,933.92578125,933.310546875,1.23046875
759,933.92578125,935.15625,934.541015625,1.23046875
760,935.15625,936.38671875,935.771484375,1.23046875
761,936.38671875,937.6171875,937.001953125,1.23046875
762,937.6171875,938.84765625,938.232421875,1.23046875
763,938.84765625,940.078125,939.462890625,1.23046875
764,940.078125,941.30859375,940.693359375,1.23046875
765,941.30859375,942.5390625,941.923828125,1.23046875
766,942.5390625,943.76953125,943.154296875,1.23046875
767,943.76953125,945.0,944.384765625,1.23046875
768,945.0,946.23046875,945.615234375,1.23046875
769,946.23046875,947.4609375,946.845703125,1.23046875
770,947.4609375,948.69140625,948.076171875,1.23046875
771,948.69140625,949.921875,949.306640625,1.23046875
772,949.921875,951.15234375,950.537109375,1.23046875
773,951.15234375,952.3828125,951.767578125,1.23046875
774,952.3828125,953.61328125,952.998046875,1.23046875
775,953.61328125,954.84375,954.228515625,1.23046875
776,954.84375,956.07421875,955.458984375,1.23046875
777,956.07421875,957.3046875,956.689453125,1.23046875
778,957.3046875,958.53515625,957.919921875,1.23046875
779,958.53515625,959.765625,959.150390625,1.23046875
780,959.765625,960.99609375,960.380859375,1.23046875
781,960.99609375,962.2265625,961.611328125,1.23046875
782,962.2265625,963.45703125,962.841796875,1.23046875
783,963.45703125,964.6875,964.072265625,1.23046875
784,964.6875,965.91796875,965.302734375,1.23046875
785,965.91796875,967.1484375,966.533203125,1.23046875
786,967.1484375,968.37890625,967.763671875,1.23046875
787,968.37890625,969.609375,968.994140625,1.23046875
788,969.609375,970.83984375,970.224609375,1.23046875
789,970.83984375,972.0703125,971.455078125,1.23046875
790,972.0703125,973.30078125,972.685546875,1.23046875
791,973.30078125,974.53125,973.916015625,1.23046875
792,974.53125,975.76171875,975.146484375,1.23046875
793,975.76171875,976.9921875,976.376953125,1.23046875
794,976.9921875,978.22265625,977.607421875,1.23046875
795,978.22265625,979.453125,978.837890625,1.23046875
796,979.453125,980.68359375,980.068359375,1.23046875
797,980.68359375,981.9140625,981.298828125,1.23046875
798,981.9140625,983.14453125,982.529296875,1.23046875
799,983.14453125,984.375,983.759765625,1.23046875
800,984.375,985.60546875,984.990234375,1.23046875
801,985.60546875,986.8359375,986.220703125,1.23046875
802,986.8359375,988.06640625,987.451171875,1.23046875
803,988.06640625,989.296875,988.681640625,1.23046875
804,989.296875,990.52734375,989.912109375,1.23046875
805,990.52734375,991.7578125,991.142578125,1.23046875
806,991.7578125,992.98828125,992.373046875,1.23046875
807,992.98828125,994.21875,993.603515625,1.23046875
808,994.21875,995.44921875,994.833984375,1.23046875
809,995.44921875,996.6796875,996.064453125,1.23046875
810,996.6796875,997.91015625,997.294921875,1.23046875
811,997.91015625,999.140625,998.525390625,1.23046875
812,999.140625,1000.37109375,999.755859375,1.23046875
813,1000.37109375,1001.6015625,1000.986328125,1.23046875
814,1001.6015625,1002.83203125,1002.216796875,1.23046875
815,1002.83203125,1004.0625,1003.447265625,1.23046875
816,1004.0625,1005.29296875,1004.677734375,1.23046875
817,1005.29296875,1006.5234375,1005.908203125,1.23046875
818,1006.5234375,1007.75390625,1007.138671875,1.23046875
819,1007.75390625,1008.984375,1008.369140625,1.23046875
820,1008.984375,1010.21484375,1009.599609375,1.23046875
821,1010.21484375,1011.4453125,1010.830078125,1.23046875
822,1011.4453125,1012.67578125,1012.060546875,1.23046875
823,1012.67578125,1013.90625,1013.291015625,1.23046875
824,1013.90625,1015.13671875,1014.521484375,1.23046875
825,1015.13671875,1016.3671875,1015.751953125,1.23046875
826,1016.3671875,1017.59765625,1016.982421875,1.23046875
827,1017.59765625,1018.828125,1018.212890625,1.23046875
828,1018.828125,1020.05859375,1019.443359375,1.23046875
829,1020.05859375,1021.2890625,1020.673828125,1.23046875
830,1021.2890625,1022.51953125,1021.904296875,1.23046875
831,1022.51953125,1023.75,1023.134765625,1.23046875
832,1023.75,1024.98046875,1024.365234375,1.23046875
833,1024.98046875,1026.2109375,1025.595703125,1.23046875
834,1026.2109375,1027.44140625,1026.826171875,1.23046875
835,1027.44140625,1028.671875,1028.056640625,1.23046875
836,1028.671875,1029.90234375,1029.287109375,1.23046875
837,1029.90234375,1031.1328125,1030.517578125,1.23046875
838,1031.1328125,1032.36328125,1031.748046875,1.23046875
839,1032.36328125,1033.59375,1032.978515625,1.23046875
840,1033.59375,1034.82421875,1034.208984375,1.23046875
841,1034.82421875,1036.0546875,1035.439453125,1.23046875
842,1036.0546875,1037.28515625,1036.669921875,1.23046875
843,1037.28515625,1038.515625,1037.900390625,1.23046875
844,1038.515625,1039.74609375,1039.130859375,1.23046875
845,1039.74609375,1040.9765625,1040.361328125,1.23046875
846,1040.9765625,1042.20703125,1041.591796875,1.23046875
847,1042.20703125,1043.4375,1042.822265625,1.23046875
848,1043.4375,1044.66796875,1044.052734375,1.23046875
849,1044.66796875,1045.8984375,1045.283203125,1.23046875
850,1045.8984375,1047.12890625,1046.513671875,1.23046875
851,1047.12890625,1048.359375,1047.744140625,1.23046875
852,1048.359375,1049.58984375,1048.974609375,1.23046875
853,1049.58984375,1050.8203125,1050.205078125,1.23046875
854,1050.8203125,1052.05078125,1051.435546875,1.23046875
855,1052.05078125,1053.28125,1052.666015625,1.23046875
856,1053.28125,1054.51171875,1053.896484375,1.23046875
857,1054.51171875,1055.7421875,1055.126953125,1.23046875
858,1055.7421875,1056.97265625,1056.357421875,1.23046875
859,1056.97265625,1058.203125,1057.587890625,1.23046875
860,1058.203125,1059.43359375,1058.818359375,1.23046875
861,1059.43359375,1060.6640625,1060.048828125,1.23046875
862,1060.6640625,1061.89453125,1061.279296875,1.23046875
863,1061.89453125,1063.125,1062.509765625,1.23046875
864,1063.125,1064.35546875,1063.740234375,1.23046875
865,1064.35546875,1065.5859375,1064.970703125,1.23046875
866,1065.5859375,1066.81640625,1066.201171875,1.23046875
867,1066.81640625,1068.046875,1067.431640625,1.23046875
868,1068.046875,1069.27734375,1068.662109375,1.23046875
869,1069.27734375,1070.5078125,1069.892578125,1.23046875
870,1070.5078125,1071.73828125,1071.123046875,1.23046875
871,1071.73828125,1072.96875,1072.353515625,1.23046875
872,1072.96875,1074.19921875,1073.583984375,1.23046875
873,1074.19921875,1075.4296875,1074.814453125,1.23046875
874,1075.4296875,1076.66015625,1076.044921875,1.23046875
875,1076.66015625,1077.890625,1077.275390625,1.23046875
876,1077.890625,1079.12109375,1078.505859375,1.23046875
877,1079.12109375,1080.3515625,1079.736328125,1.23046875
878,1080.3515625,1081.58203125,1080.966796875,1.23046875
879,1081.58203125,1082.8125,1082.197265625,1.23046875
880,1082.8125,1084.04296875,1083.427734375,1.23046875
881,1084.04296875,1085.2734375,1084.658203125,1.23046875
882,1085.2734375,1086.50390625,1085.888671875,1.23046875
883,1086.50390625,1087.734375,1087.119140625,1.23046875
884,1087.734375,1088.96484375,1088.349609375,1.23046875
885,1088.96484375,1090.1953125,1089.580078125,1.23046875
886,1090.1953125,1091.42578125,1090.810546875,1.23046875
887,1091.42578125,1092.65625,1092.041015625,1.23046875
888,1092.65625,1093.88671875,1093.271484375,1.23046875
889,1093.88671875,1095.1171875,1094.501953125,1.23046875
890,1095.1171875,1096.34765625,1095.732421875,1.23046875
891,1096.34765625,1097.578125,1096.962890625,1.23046875
892,1097.578125,1098.80859375,1098.193359375,1.23046875
893,1098.80859375,1100.0390625,1099.423828125,1.23046875
894,1100.0390625,1101.26953125,1100.654296875,1.23046875
895,1101.26953125,1102.5,1101.884765625,1.23046875
896,1102.5,1103.73046875,1103.115234375,1.23046875
897,1103.73046875,1104.9609375,1104.345703125,1.23046875
898,1104.9609375,1106.19140625,1105.576171875,1.23046875
899,1106.19140625,1107.421875,1106.806640625,1.23046875
900,1107.421875,1108.65234375,1108.037109375,1.23046875
901,1108.65234375,1109.8828125,1109.267578125,1.23046875
902,1109.8828125,1111.11328125,1110.498046875,1.23046875
903,1111.11328125,1112.34375,1111.728515625,1.23046875
904,1112.34375,1113.57421875,1112.958984375,1.23046875
905,1113.57421875,1114.8046875,1114.189453125,1.23046875
906,1114.8046875,1116.03515625,1115.419921875,1.23046875
907,1116.03515625,1117.265625,1116.650390625,1.23046875
908,1117.265625,1118.49609375,1117.880859375,1.23046875
909,1118.49609375,1119.7265625,1119.111328125,1.23046875
910,1119.7265625,1120.95703125,1120.341796875,1.23046875
911,1120.95703125,1122.1875,1121.572265625,1.23046875
912,1122.1875,1123.41796875,1122.802734375,1.23046875
913,1123.41796875,1124.6484375,1124.033203125,1.23046875
914,1124.6484375,1125.87890625,1125.263671875,1.23046875
915,1125.87890625,1127.109375,1126.494140625,1.23046875
916,1127.109375,1128.33984375,1127.724609375,1.23046875
917,1128.33984375,1129.5703125,1128.955078125,1.23046875
918,1129.5703125,1130.80078125,1130.185546875,1.23046875
919,1130.80078125,1132.03125,1131.416015625,1.23046875
920,1132.03125,1133.26171875,1132.646484375,1.23046875
921,1133.26171875,1134.4921875,1133.876953125,1.23046875
922,1134.4921875,1135.72265625,1135.107421875,1.23046875
923,1135.72265625,1136.953125,1136.337890625,1.23046875
924,1136.953125,1138.18359375,1137.568359375,1.23046875
925,1138.18359375,1139.4140625,1138.798828125,1.23046875
926,1139.4140625,1140.64453125,1140.029296875,1.23046875
927,1140.64453125,1141.875,1141.259765625,1.23046875
928,1141.875,1143.10546875,1142.490234375,1.23046875
929,1143.10546875,1144.3359375,1143.720703125,1.23046875
930,1144.3359375,1145.56640625,1144.951171875,1.23046875
931,1145.56640625,1146.796875,1146.181640625,1.23046875
932,1146.796875,1148.02734375,1147.412109375,1.23046875
933,1148.02734375,1149.2578125,1148.642578125,1.23046875
934,1149.2578125,1150.48828125,1149.873046875,1.23046875
935,1150.48828125,1151.71875,1151.103515625,1.23046875
936,1151.71875,1152.94921875,1152.333984375,1.23046875
937,1152.94921875,1154.1796875,1153.564453125,1.23046875
938,1154.1796875,1155.41015625,1154.794921875,1.23046875
939,1155.41015625,1156.640625,1156.025390625,1.23046875
940,1156.640625,1157.87109375,1157.255859375,1.23046875
941,1157.87109375,1159.1015625,1158.486328125,1.23046875
942,1159.1015625,1160.33203125,1159.716796875,1.23046875
943,1160.33203125,1161.5625,1160.947265625,1.23046875
944,1161.5625,1162.79296875,1162.177734375,1.23046875
945,1162.79296875,1164.0234375,1163.408203125,1.23046875
946,1164.0234375,1165.25390625,1164.638671875,1.23046875
947,1165.25390625,1166.484375,1165.869140625,1.23046875
948,1166.484375,1167.71484375,1167.099609375,1.23046875
949,1167.71484375,1168.9453125,1168.330078125,1.23046875
950,1168.9453125,1170.17578125,1169.560546875,1.23046875
951,1170.17578125,1171.40625,1170.791015625,1.23046875
952,1171.40625,1172.63671875,1172.021484375,1.23046875
953,1172.63671875,1173.8671875,1173.251953125,1.23046875
954,1173.8671875,1175.09765625,1174.482421875,1.23046875
955,1175.09765625,1176.328125,1175.712890625,1.23046875
956,1176.328125,1177.55859375,1176.943359375,1.23046875
957,1177.55859375,1178.7890625,1178.173828125,1.23046875
958,1178.7890625,1180.01953125,1179.404296875,1.23046875
959,1180.01953125,1181.25,1180.634765625,1.23046875
960,1181.25,1182.48046875,1181.865234375,1.23046875
961,1182.48046875,1183.7109375,1183.095703125,1.23046875
962,1183.7109375,1184.94140625,1184.326171875,1.23046875
963,1184.94140625,1186.171875,1185.556640625,1.23046875
964,1186.171875,1187.40234375,1186.787109375,1.23046875
965,1187.40234375,1188.6328125,1188.017578125,1.23046875
966,1188.6328125,1189.86328125,1189.248046875,1.23046875
967,1189.86328125,1191.09375,1190.478515625,1.23046875
968,1191.09375,1192.32421875,1191.708984375,1.23046875
969,1192.32421875,1193.5546875,1192.939453125,1.23046875
970,1193.5546875,1194.78515625,1194.169921875,1.23046875
971,1194.78515625,1196.015625,1195.400390625,1.23046875
972,1196.015625,1197.24609375,1196.630859375,1.23046875
973,1197.24609375,1198.4765625,1197.861328125,1.23046875
974,1198.4765625,1199.70703125,1199.091796875,1.23046875
975,1199.70703125,1200.9375,1200.322265625,1.23046875
976,1200.9375,1202.16796875,1201.552734375,1.23046875
977,1202.16796875,1203.3984375,1202.783203125,1.23046875
978,1203.3984375,1204.62890625,1204.013671875,1.23046875
979,1204.62890625,1205.859375,1205.244140625,1.23046875
980,1205.859375,1207.08984375,1206.474609375,1.23046875
981,1207.08984375,1208.3203125,1207.705078125,1.23046875
982,1208.3203125,1209.55078125,1208.935546875,1.23046875
983,1209.55078125,1210.78125,1210.166015625,1.23046875
984,1210.78125,1212.01171875,1211.396484375,1.23046875
985,1212.01171875,1213.2421875,1212.626953125,1.23046875
986,1213.2421875,1214.47265625,1213.857421875,1.23046875
987,1214.47265625,1215.703125,1215.087890625,1.23046875
988,1215.703125,1216.93359375,1216.318359375,1.23046875
989,1216.93359375,1218.1640625,1217.548828125,1.23046875
990,1218.1640625,1219.39453125,1218.779296875,1.23046875
991,1219.39453125,1220.625,1220.009765625,1.23046875
992,1220.625,1221.85546875,1221.240234375,1.23046875
993,1221.85546875,1223.0859375,1222.470703125,1.23046875
994,1223.0859375,1224.31640625,1223.701171875,1.23046875
995,1224.31640625,1225.546875,1224.931640625,1.23046875
996,1225.546875,1226.77734375,1226.162109375,1.23046875
997,1226.77734375,1228.0078125,1227.392578125,1.23046875
998,1228.0078125,1229.23828125,1228.623046875,1.23046875
999,1229.23828125,1230.46875,1229.853515625,1.23046875
1000,1230.46875,1231.69921875,1231.083984375,1.23046875
1001,1231.69921875,1232.9296875,1232.314453125,1.23046875
1002,1232.9296875,1234.16015625,1233.544921875,1.23046875
1003,1234.16015625,1235.390625,1234.775390625,1.23046875
1004,1235.390625,1236.62109375,1236.005859375,1.23046875
1005,1236.62109375,1237.8515625,1237.236328125,1.23046875
1006,1237.8515625,1239.08203125,1238.466796875,1.23046875
1007,1239.08203125,1240.3125,1239.697265625,1.23046875
1008,1240.3125,1241.54296875,1240.927734375,1.23046875
1009,1241.54296875,1242.7734375,1242.158203125,1.23046875
1010,1242.7734375,1244.00390625,1243.388671875,1.23046875
1011,1244.00390625,1245.234375,1244.619140625,1.23046875
1012,1245.234375,1246.46484375,1245.849609375,1.23046875
1013,1246.46484375,1247.6953125,1247.080078125,1.23046875
1014,1247.6953125,1248.92578125,1248.310546875,1.23046875
1015,1248.92578125,1250.15625,1249.541015625,1.23046875
1016,1250.15625,1251.38671875,1250.771484375,1.23046875
1017,1251.38671875,1252.6171875,1252.001953125,1.23046875
1018,1252.6171875,1253.84765625,1253.232421875,1.23046875
1019,1253.84765625,1255.078125,1254.462890625,1.23046875
1020,1255.078125,1256.30859375,1255.693359375,1.23046875
1021,1256.30859375,1257.5390625,1256.923828125,1.23046875
1022,1257.5390625,1258.76953125,1258.154296875,1.23046875
1023,1258.76953125,1260.0,1259.384765625,1.23046875
1024,1260.0,1261.23046875,1260.615234375,1.23046875
1025,1261.23046875,1262.4609375,1261.845703125,1.23046875
1026,1262.4609375,1263.69140625,1263.076171875,1.23046875
1027,1263.69140625,1264.921875,1264.306640625,1.23046875
1028,1264.921875,1266.15234375,1265.537109375,1.23046875
1029,1266.15234375,1267.3828125,1266.767578125,1.23046875
1030,1267.3828125,1268.61328125,1267.998046875,1.23046875
1031,1268.61328125,1269.84375,1269.228515625,1.23046875
1032,1269.84375,1271.07421875,1270.458984375,1.23046875
