# Isotope Spectrum Builder - bin metadata
# detector=NaI
# isotope=Cs-137
# n_bins=2048
# e_min_keV=0.0
# e_max_keV=2520.0
# normalization=raw
# acquisition_time_s=
# base_seed=42
# builder=Created by Dr K. Karafasoulis
# url=http://karafasoulis.eu
bin_index,e_low_keV,e_high_keV,e_center_keV,bin_width_keV
1033,1271.07421875,1272.3046875,1271.689453125,1.23046875
1034,1272.3046875,1273.53515625,1272.919921875,1.23046875
1035,1273.53515625,1274.765625,1274.150390625,1.23046875
1036,1274.765625,1275.99609375,1275.380859375,1.23046875
1037,1275.99609375,1277.2265625,1276.611328125,1.23046875
1038,1277.2265625,1278.45703125,1277.841796875,1.23046875
1039,1278.45703125,1279.6875,1279.072265625,1.23046875
1040,1279.6875,1280.91796875,1280.302734375,1.23046875
1041,1280.91796875,1282.1484375,1281.533203125,1.23046875
1042,1282.1484375,1283.37890625,1282.763671875,1.23046875
1043,1283.37890625,1284.609375,1283.994140625,1.23046875
1044,1284.609375,1285.83984375,1285.224609375,1.23046875
1045,1285.83984375,1287.0703125,1286.455078125,1.23046875
1046,1287.0703125,1288.30078125,1287.685546875,1.23046875
1047,1288.30078125,1289.53125,1288.916015625,1.23046875
1048,1289.53125,1290.76171875,1290.146484375,1.23046875
1049,1290.76171875,1291.9921875,1291.376953125,1.23046875
1050,1291.9921875,1293.22265625,1292.607421875,1.23046875
1051,1293.22265625,1294.453125,1293.837890625,1.23046875
1052,1294.453125,1295.68359375,1295.068359375,1.23046875
1053,1295.68359375,1296.9140625,1296.298828125,1.23046875
1054,1296.9140625,1298.14453125,1297.529296875,1.23046875
1055,1298.14453125,1299.375,1298.759765625,1.23046875
1056,1299.375,1300.60546875,1299.990234375,1.23046875
1057,1300.60546875,1301.8359375,1301.220703125,1.23046875
1058,1301.8359375,1303.06640625,1302.451171875,1.23046875
1059,1303.06640625,1304.296875,1303.681640625,1.23046875
1060,1304.296875,1305.52734375,1304.912109375,1.23046875
1061,1305.52734375,1306.7578125,1306.142578125,1.23046875
1062,1306.7578125,1307.98828125,1307.373046875,1.23046875
1063,1307.98828125,1309.21875,1308.603515625,1.23046875
1064,1309.21875,1310.44921875,1309.833984375,1.23046875
1065,1310.44921875,1311.6796875,1311.064453125,1.23046875
1066,1311.6796875,1312.91015625,1312.294921875,1.23046875
1067,1312.91015625,1314.140625,1313.525390625,1.23046875
1068,1314.140625,1315.37109375,1314.755859375,1.23046875
1069,1315.37109375,1316.6015625,1315.986328125,1.23046875
1070,1316.6015625,1317.83203125,1317.216796875,1.23046875
1071,1317.83203125,1319.0625,1318.447265625,1.23046875
1072,1319.0625,1320.29296875,1319.677734375,1.23046875
1073,1320.29296875,1321.5234375,1320.908203125,1.23046875
1074,1321.5234375,1322.75390625,1322.138671875,1.23046875
1075,1322.75390625,1323.984375,1323.369140625,1.23046875
1076,1323.984375,1325.21484375,1324.599609375,1.23046875
1077,1325.21484375,1326.4453125,1325.830078125,1.23046875
1078,1326.4453125,1327.67578125,1327.060546875,1.23046875
1079,1327.67578125,1328.90625,1328.291015625,1.23046875
1080,1328.90625,1330.13671875,1329.521484375,1.23046875
1081,1330.13671875,1331.3671875,1330.751953125,1.23046875
1082,1331.3671875,1332.59765625,1331.982421875,1.23046875
1083,1332.59765625,1333.828125,1333.212890625,1.23046875
1084,1333.828125,1335.05859375,1334.443359375,1.23046875
1085,1335.05859375,1336.2890625,1335.673828125,1.23046875
1086,1336.2890625,1337.51953125,1336.904296875,1.23046875
1087,1337.51953125,1338.75,1338.134765625,1.23046875
1088,1338.75,1339.98046875,1339.365234375,1.23046875
1089,1339.98046875,1341.2109375,1340.595703125,1.23046875
1090,1341.2109375,1342.44140625,1341.826171875,1.23046875
1091,1342.44140625,1343.671875,1343.056640625,1.23046875
1092,1343.671875,1344.90234375,1344.287109375,1.23046875
1093,1344.90234375,1346.1328125,1345.517578125,1.23046875
1094,1346.1328125,1347.36328125,1346.748046875,1.23046875
1095,1347.36328125,1348.59375,1347.978515625,1.23046875
1096,1348.59375,1349.82421875,1349.208984375,1.23046875
1097,1349.82421875,1351.0546875,1350.439453125,1.23046875
1098,1351.0546875,1352.28515625,1351.669921875,1.23046875
1099,1352.28515625,1353.515625,1352.900390625,1.23046875
1100,1353.515625,1354.74609375,1354.130859375,1.23046875
1101,1354.74609375,1355.9765625,1355.361328125,1.23046875
1102,1355.9765625,1357.20703125,1356.591796875,1.23046875
1103,1357.20703125,1358.4375,1357.822265625,1.23046875
1104,1358.4375,1359.66796875,1359.052734375,1.23046875
1105,1359.66796875,1360.8984375,1360.283203125,1.23046875
1106,1360.8984375,1362.12890625,1361.513671875,1.23046875
1107,1362.12890625,1363.359375,1362.744140625,1.23046875
1108,1363.359375,1364.58984375,1363.974609375,1.23046875
1109,1364.58984375,1365.8203125,1365.205078125,1.23046875
1110,1365.8203125,1367.05078125,1366.435546875,1.23046875
1111,1367.05078125,1368.28125,1367.666015625,1.23046875
1112,1368.28125,1369.51171875,1368.896484375,1.23046875
1113,1369.51171875,1370.7421875,1370.126953125,1.23046875
1114,1370.7421875,1371.97265625,1371.357421875,1.23046875
1115,1371.97265625,1373.203125,1372.587890625,1.23046875
1116,1373.203125,1374.43359375,1373.818359375,1.23046875
1117,1374.43359375,1375.6640625,1375.048828125,1.23046875
1118,1375.6640625,1376.89453125,1376.279296875,1.23046875
1119,1376.89453125,1378.125,1377.509765625,1.23046875
1120,1378.125,1379.35546875,1378.740234375,1.23046875
1121,1379.35546875,1380.5859375,1379.970703125,1.23046875
1122,1380.5859375,1381.81640625,1381.201171875,1.23046875
1123,1381.81640625,1383.046875,1382.431640625,1.23046875
1124,1383.046875,1384.27734375,1383.662109375,1.23046875
1125,1384.27734375,1385.5078125,1384.892578125,1.23046875
1126,1385.5078125,1386.73828125,1386.123046875,1.23046875
1127,1386.73828125,1387.96875,1387.353515625,1.23046875
1128,1387.96875,1389.19921875,1388.583984375,1.23046875
1129,1389.19921875,1390.4296875,1389.814453125,1.23046875
1130,1390.4296875,1391.66015625,1391.044921875,1.23046875
1131,1391.66015625,1392.890625,1392.275390625,1.23046875
1132,1392.890625,1394.12109375,1393.505859375,1.23046875
1133,1394.12109375,1395.3515625,1394.736328125,1.23046875
1134,1395.3515625,1396.58203125,1395.966796875,1.23046875
1135,1396.58203125,1397.8125,1397.197265625,1.23046875
1136,1397.8125,1399.04296875,1398.427734375,1.23046875
1137,1399.04296875,1400.2734375,1399.658203125,1.23046875
1138,1400.2734375,1401.50390625,1400.888671875,1.23046875
1139,1401.50390625,1402.734375,1402.119140625,1.23046875
1140,1402.734375,1403.96484375,1403.349609375,1.23046875
1141,1403.96484375,1405.1953125,1404.580078125,1.23046875
1142,1405.1953125,1406.42578125,1405.810546875,1.23046875
1143,1406.42578125,1407.65625,1407.041015625,1.23046875
1144,1407.65625,1408.88671875,1408.271484375,1.23046875
1145,1408.88671875,1410.1171875,1409.501953125,1.23046875
1146,1410.1171875,1411.34765625,1410.732421875,1.23046875
1147,1411.34765625,1412.578125,1411.962890625,1.23046875
1148,1412.578125,1413.80859375,1413.193359375,1.23046875
1149,1413.80859375,1415.0390625,1414.423828125,1.23046875
1150,1415.0390625,1416.26953125,1415.654296875,1.23046875
1151,1416.26953125,1417.5,1416.884765625,1.23046875
1152,1417.5,1418.73046875,1418.115234375,1.23046875
1153,1418.73046875,1419.9609375,1419.345703125,1.23046875
1154,1419.9609375,1421.19140625,1420.576171875,1.23046875
1155,1421.19140625,1422.421875,1421.806640625,1.23046875
1156,1422.421875,1423.65234375,1423.037109375,1.23046875
1157,1423.65234375,1424.8828125,1424.267578125,1.23046875
1158,1424.8828125,1426.11328125,1425.498046875,1.23046875
1159,1426.11328125,1427.34375,1426.728515625,1.23046875
1160,1427.34375,1428.57421875,1427.958984375,1.23046875
1161,1428.57421875,1429.8046875,1429.189453125,1.23046875
1162,1429.8046875,1431.03515625,1430.419921875,1.23046875
1163,1431.03515625,1432.265625,1431.650390625,1.23046875
1164,1432.265625,1433.49609375,1432.880859375,1.23046875
1165,1433.49609375,1434.7265625,1434.111328125,1.23046875
1166,1434.7265625,1435.95703125,1435.341796875,1.23046875
1167,1435.95703125,1437.1875,1436.572265625,1.23046875
1168,1437.1875,1438.41796875,1437.802734375,1.23046875
1169,1438.41796875,1439.6484375,1439.033203125,1.23046875
1170,1439.6484375,1440.87890625,1440.263671875,1.23046875
1171,1440.87890625,1442.109375,1441.494140625,1.23046875
1172,1442.109375,1443.33984375,1442.724609375,1.23046875
1173,1443.33984375,1444.5703125,1443.955078125,1.23046875
1174,1444.5703125,1445.80078125,1445.185546875,1.23046875
1175,1445.80078125,1447.03125,1446.416015625,1.23046875
1176,1447.03125,1448.26171875,1447.646484375,1.23046875
1177,1448.26171875,1449.4921875,1448.876953125,1.23046875
1178,1449.4921875,1450.72265625,1450.107421875,1.23046875
1179,1450.72265625,1451.953125,1451.337890625,1.23046875
1180,1451.953125,1453.18359375,1452.568359375,1.23046875
1181,1453.18359375,1454.4140625,1453.798828125,1.23046875
1182,1454.4140625,1455.64453125,1455.029296875,1.23046875
1183,1455.64453125,1456.875,1456.259765625,1.23046875
1184,1456.875,1458.10546875,1457.490234375,1.23046875
1185,1458.10546875,1459.3359375,1458.720703125,1.23046875
1186,1459.3359375,1460.56640625,1459.951171875,1.23046875
1187,1460.56640625,1461.796875,1461.181640625,1.23046875
1188,1461.796875,1463.02734375,1462.412109375,1.23046875
1189,1463.02734375,1464.2578125,1463.642578125,1.23046875
1190,1464.2578125,1465.48828125,1464.873046875,1.23046875
1191,1465.48828125,1466.71875,1466.103515625,1.23046875
1192,1466.71875,1467.94921875,1467.333984375,1.23046875
1193,1467.94921875,1469.1796875,1468.564453125,1.23046875
1194,1469.1796875,1470.41015625,1469.794921875,1.23046875
1195,1470.41015625,1471.640625,1471.025390625,1.23046875
1196,1471.640625,1472.87109375,1472.255859375,1.23046875
1197,1472.87109375,1474.1015625,1473.486328125,1.23046875
1198,1474.1015625,1475.33203125,1474.716796875,1.23046875
1199,1475.33203125,1476.5625,1475.947265625,1.23046875
1200,1476.5625,1477.79296875,1477.177734375,1.23046875
1201,1477.79296875,1479.0234375,1478.408203125,1.23046875
1202,1479.0234375,1480.25390625,1479.638671875,1.23046875
1203,1480.25390625,1481.484375,1480.869140625,1.23046875
1204,1481.484375,1482.71484375,1482.099609375,1.23046875
1205,1482.71484375,1483.9453125,1483.330078125,1.23046875
1206,1483.9453125,1485.17578125,1484.560546875,1.23046875
1207,1485.17578125,1486.40625,1485.791015625,1.23046875
1208,1486.40625,1487.63671875,1487.021484375,1.23046875
1209,1487.63671875,1488.8671875,1488.251953125,1.23046875
1210,1488.8671875,1490.09765625,1489.482421875,1.23046875
1211,1490.09765625,1491.328125,1490.712890625,1.23046875
1212,1491.328125,1492.55859375,1491.943359375,1.23046875
1213,1492.55859375,1493.7890625,1493.173828125,1.23046875
1214,1493.7890625,1495.01953125,1494.404296875,1.23046875
1215,1495.01953125,1496.25,1495.634765625,1.23046875
1216,1496.25,1497.48046875,1496.865234375,1.23046875
1217,1497.48046875,1498.7109375,1498.095703125,1.23046875
1218,1498.7109375,1499.94140625,1499.326171875,1.23046875
1219,1499.94140625,1501.171875,1500.556640625,1.23046875
1220,1501.171875,1502.40234375,1501.787109375,1.23046875
1221,1502.40234375,1503.6328125,1503.017578125,1.23046875
1222,1503.6328125,1504.86328125,1504.248046875,1.23046875
1223,1504.86328125,1506.09375,1505.478515625,1.23046875
1224,1506.09375,1507.32421875,1506.708984375,1.23046875
1225,1507.32421875,1508.5546875,1507.939453125,1.23046875
1226,1508.5546875,1509.78515625,1509.169921875,1.23046875
1227,1509.78515625,1511.015625,1510.400390625,1.23046875
1228,1511.015625,1512.24609375,1511.630859375,1.23046875
1229,1512.24609375,1513.4765625,1512.861328125,1.23046875
1230,1513.4765625,1514.70703125,1514.091796875,1.23046875
1231,1514.70703125,1515.9375,1515.322265625,1.23046875
1232,1515.9375,1517.16796875,1516.552734375,1.23046875
1233,1517.16796875,1518.3984375,1517.783203125,1.23046875
1234,1518.3984375,1519.62890625,1519.013671875,1.23046875
1235,1519.62890625,1520.859375,1520.244140625,1.23046875
1236,1520.859375,1522.08984375,1521.474609375,1.23046875
1237,1522.08984375,1523.3203125,1522.705078125,1.23046875
1238,1523.3203125,1524.55078125,1523.935546875,1.23046875
1239,1524.55078125,1525.78125,1525.166015625,1.23046875
1240,1525.78125,1527.01171875,1526.396484375,1.23046875
1241,1527.01171875,1528.2421875,1527.626953125,1.23046875
1242,1528.2421875,1529.47265625,1528.857421875,1.23046875
1243,1529.47265625,1530.703125,1530.087890625,1.23046875
1244,1530.703125,1531.93359375,1531.318359375,1.23046875
1245,1531.93359375,1533.1640625,1532.548828125,1.23046875
1246,1533.1640625,1534.39453125,1533.779296875,1.23046875
1247,1534.39453125,1535.625,1535.009765625,1.23046875
1248,1535.625,1536.85546875,1536.240234375,1.23046875
1249,1536.85546875,1538.0859375,1537.470703125,1.23046875
1250,1538.0859375,1539.31640625,1538.701171875,1.23046875
1251,1539.31640625,1540.546875,1539.931640625,1.23046875
1252,1540.546875,1541.77734375,1541.162109375,1.23046875
1253,1541.77734375,1543.0078125,1542.392578125,1.23046875
1254,1543.0078125,1544.23828125,1543.623046875,1.23046875
1255,1544.23828125,1545.46875,1544.853515625,1.23046875
1256,1545.46875,1546.69921875,1546.083984375,1.23046875
1257,1546.69921875,1547.9296875,1547.314453125,1.23046875
1258,1547.9296875,1549.16015625,1548.544921875,1.23046875
1259,1549.16015625,1550.390625,1549.775390625,1.23046875
1260,1550.390625,1551.62109375,1551.005859375,1.23046875
1261,1551.62109375,1552.8515625,1552.236328125,1.23046875
1262,1552.8515625,1554.08203125,1553.466796875,1.23046875
1263,1554.08203125,1555.3125,1554.697265625,1.23046875
1264,1555.3125,1556.54296875,1555.927734375,1.23046875
1265,1556.54296875,1557.7734375,1557.158203125,1.23046875
1266,1557.7734375,1559.00390625,1558.388671875,1.23046875
1267,1559.00390625,1560.234375,1559.619140625,1.23046875
1268,1560.234375,1561.46484375,1560.849609375,1.23046875
1269,1561.46484375,1562.6953125,1562.080078125,1.23046875
1270,1562.6953125,1563.92578125,1563.310546875,1.23046875
1271,1563.92578125,1565.15625,1564.541015625,1.23046875
1272,1565.15625,1566.38671875,1565.771484375,1.23046875
1273,1566.38671875,1567.6171875,1567.001953125,1.23046875
1274,1567.6171875,1568.84765625,1568.232421875,1.23046875
1275,1568.84765625,1570.078125,1569.462890625,1.23046875
1276,1570.078125,1571.30859375,1570.693359375,1.23046875
1277,1571.30859375,1572.5390625,1571.923828125,1.23046875
1278,1572.5390625,1573.76953125,1573.154296875,1.23046875
1279,1573.76953125,1575.0,1574.384765625,1.23046875
1280,1575.0,1576.23046875,1575.615234375,1.23046875
1281,1576.23046875,1577.4609375,1576.845703125,1.23046875
1282,1577.4609375,1578.69140625,1578.076171875,1.23046875
1283,1578.69140625,1579.921875,1579.306640625,1.23046875
1284,1579.921875,1581.15234375,1580.537109375,1.23046875
1285,1581.15234375,1582.3828125,1581.767578125,1.23046875
1286,1582.3828125,1583.61328125,1582.998046875,1.23046875
1287,1583.61328125,1584.84375,1584.228515625,1.23046875
1288,1584.84375,1586.07421875,1585.458984375,1.23046875
1289,1586.07421875,1587.3046875,1586.689453125,1.23046875
1290,1587.3046875,1588.53515625,1587.919921875,1.23046875
1291,1588.53515625,1589.765625,1589.150390625,1.23046875
1292,1589.765625,1590.99609375,1590.380859375,1.23046875
1293,1590.99609375,1592.2265625,1591.611328125,1.23046875
1294,1592.2265625,1593.45703125,1592.841796875,1.23046875
1295,1593.45703125,1594.6875,1594.072265625,1.23046875
1296,1594.6875,1595.91796875,1595.302734375,1.23046875
1297,1595.91796875,1597.1484375,1596.533203125,1.23046875
1298,1597.1484375,1598.37890625,1597.763671875,1.23046875
1299,1598.37890625,1599.609375,1598.994140625,1.23046875
1300,1599.609375,1600.83984375,1600.224609375,1.23046875
1301,1600.83984375,1602.0703125,1601.455078125,1.23046875
1302,1602.0703125,1603.30078125,1602.685546875,1.23046875
1303,1603.30078125,1604.53125,1603.916015625,1.23046875
1304,1604.53125,1605.76171875,1605.146484375,1.23046875
1305,1605.76171875,1606.9921875,1606.376953125,1.23046875
1306,1606.9921875,1608.22265625,1607.607421875,1.23046875
1307,1608.22265625,1609.453125,1608.837890625,1.23046875
1308,1609.453125,1610.68359375,1610.068359375,1.23046875
1309,1610.68359375,1611.9140625,1611.298828125,1.23046875
1310,1611.9140625,1613.14453125,1612.529296875,1.23046875
1311,1613.14453125,1614.375,1613.759765625,1.23046875
1312,1614.375,1615.60546875,1614.990234375,1.23046875
1313,1615.60546875,1616.8359375,1616.220703125,1.23046875
1314,1616.8359375,1618.06640625,1617.451171875,1.23046875
1315,1618.06640625,1619.296875,1618.681640625,1.23046875
1316,1619.296875,1620.52734375,1619.912109375,1.23046875
1317,1620.52734375,1621.7578125,1621.142578125,1.23046875
1318,1621.7578125,1622.98828125,1622.373046875,1.23046875
1319,1622.98828125,1624.21875,1623.603515625,1.23046875
1320,1624.21875,1625.44921875,1624.833984375,1.23046875
1321,1625.44921875,1626.6796875,1626.064453125,1.23046875
1322,1626.6796875,1627.91015625,1627.294921875,1.23046875
1323,1627.91015625,1629.140625,1628.525390625,1.23046875
1324,1629.140625,1630.37109375,1629.755859375,1.23046875
1325,1630.37109375,1631.6015625,1630.986328125,1.23046875
1326,1631.6015625,1632.83203125,1632.216796875,1.23046875
1327,1632.83203125,1634.0625,1633.447265625,1.23046875
1328,1634.0625,1635.29296875,1634.677734375,1.23046875
1329,1635.29296875,1636.5234375,1635.908203125,1.23046875
1330,1636.5234375,1637.75390625,1637.138671875,1.23046875
1331,1637.75390625,1638.984375,1638.369140625,1.23046875
1332,1638.984375,1640.21484375,1639.599609375,1.23046875
1333,1640.21484375,1641.4453125,1640.830078125,1.23046875
1334,1641.4453125,1642.67578125,1642.060546875,1.23046875
1335,1642.67578125,1643.90625,1643.291015625,1.23046875
1336,1643.90625,1645.13671875,1644.521484375,1.23046875
1337,1645.13671875,1646.3671875,1645.751953125,1.23046875
1338,1646.3671875,1647.59765625,1646.982421875,1.23046875
1339,1647.59765625,1648.828125,1648.212890625,1.23046875
1340,1648.828125,1650.05859375,1649.443359375,1.23046875
1341,1650.05859375,1651.2890625,1650.673828125,1.23046875
1342,1651.2890625,1652.51953125,1651.904296875,1.23046875
1343,1652.51953125,1653.75,1653.134765625,1.23046875
1344,1653.75,1654.98046875,1654.365234375,1.23046875
1345,1654.98046875,1656.2109375,1655.595703125,1.23046875
1346,1656.2109375,1657.44140625,1656.826171875,1.23046875
1347,1657.44140625,1658.671875,1658.056640625,1.23046875
1348,1658.671875,1659.90234375,1659.287109375,1.23046875
1349,1659.90234375,1661.1328125,1660.517578125,1.23046875
1350,1661.1328125,1662.36328125,1661.748046875,1.23046875
1351,1662.36328125,1663.59375,1662.978515625,1.23046875
1352,1663.59375,1664.82421875,1664.208984375,1.23046875
1353,1664.82421875,1666.0546875,1665.439453125,1.23046875
1354,1666.0546875,1667.28515625,1666.669921875,1.23046875
1355,1667.28515625,1668.515625,1667.900390625,1.23046875
1356,1668.515625,1669.74609375,1669.130859375,1.23046875
1357,1669.74609375,1670.9765625,1670.361328125,1.23046875
1358,1670.9765625,1672.20703125,1671.591796875,1.23046875
1359,1672.20703125,1673.4375,1672.822265625,1.23046875
1360,1673.4375,1674.66796875,1674.052734375,1.23046875
1361,1674.66796875,1675.8984375,1675.283203125,1.23046875
1362,1675.8984375,1677.12890625,1676.513671875,1.23046875
1363,1677.12890625,1678.359375,1677.744140625,1.23046875
1364,1678.359375,1679.58984375,1678.974609375,1.23046875
1365,1679.58984375,1680.8203125,1680.205078125,1.23046875
1366,1680.8203125,1682.05078125,1681.435546875,1.23046875
1367,1682.05078125,1683.28125,1682.666015625,1.23046875
1368,1683.28125,1684.51171875,1683.896484375,1.23046875
1369,1684.51171875,1685.7421875,1685.126953125,1.23046875
1370,1685.7421875,1686.97265625,1686.357421875,1.23046875
1371,1686.97265625,1688.203125,1687.587890625,1.23046875
1372,1688.203125,1689.43359375,1688.818359375,1.23046875
1373,1689.43359375,1690.6640625,1690.048828125,1.23046875
1374,1690.6640625,1691.89453125,1691.279296875,1.23046875
1375,1691.89453125,1693.125,1692.509765625,1.23046875
1376,1693.125,1694.35546875,1693.740234375,1.23046875
1377,1694.35546875,1695.5859375,1694.970703125,1.23046875
1378,1695.5859375,1696.81640625,1696.201171875,1.23046875
1379,1696.81640625,1698.046875,1697.431640625,1.23046875
1380,1698.046875,1699.27734375,1698.662109375,1.23046875
1381,1699.27734375,1700.5078125,1699.892578125,1.23046875
1382,1700.5078125,1701.73828125,1701.123046875,1.23046875
1383,1701.73828125,1702.96875,1702.353515625,1.23046875
1384,1702.96875,1704.19921875,1703.583984375,1.23046875
1385,1704.19921875,1705.4296875,1704.814453125,1.23046875
1386,1705.4296875,1706.66015625,1706.044921875,1.23046875
1387,1706.66015625,1707.890625,1707.275390625,1.23046875
1388,1707.890625,1709.12109375,1708.505859375,1.23046875
1389,1709.12109375,1710.3515625,1709.736328125,1.23046875
1390,1710.3515625,1711.58203125,1710.966796875,1.23046875
1391,1711.58203125,1712.8125,1712.197265625,1.23046875
1392,1712.8125,1714.04296875,1713.427734375,1.23046875
1393,1714.04296875,1715.2734375,1714.658203125,1.23046875
1394,1715.2734375,1716.50390625,1715.888671875,1.23046875
1395,1716.50390625,1717.734375,1717.119140625,1.23046875
1396,1717.734375,1718.96484375,1718.349609375,1.23046875
1397,1718.96484375,1720.1953125,1719.580078125,1.23046875
1398,1720.1953125,1721.42578125,1720.810546875,1.23046875
1399,1721.42578125,1722.65625,1722.041015625,1.23046875
1400,1722.65625,1723.88671875,1723.271484375,1.23046875
1401,1723.88671875,1725.1171875,1724.501953125,1.23046875
1402,1725.1171875,1726.34765625,1725.732421875,1.23046875
1403,1726.34765625,1727.578125,1726.962890625,1.23046875
1404,1727.578125,1728.80859375,1728.193359375,1.23046875
1405,1728.80859375,1730.0390625,1729.423828125,1.23046875
1406,1730.0390625,1731.26953125,1730.654296875,1.23046875
1407,1731.26953125,1732.5,1731.884765625,1.23046875
1408,1732.5,1733.73046875,1733.115234375,1.23046875
1409,1733.73046875,1734.9609375,1734.345703125,1.23046875
1410,1734.9609375,1736.19140625,1735.576171875,1.23046875
1411,1736.19140625,1737.421875,1736.806640625,1.23046875
1412,1737.421875,1738.65234375,1738.037109375,1.23046875
1413,1738.65234375,1739.8828125,1739.267578125,1.23046875
1414,1739.8828125,1741.11328125,1740.498046875,1.23046875
1415,1741.11328125,1742.34375,1741.728515625,1.23046875
1416,1742.34375,1743.57421875,1742.958984375,1.23046875
1417,1743.57421875,1744.8046875,1744.189453125,1.23046875
1418,1744.8046875,1746.03515625,1745.419921875,1.23046875
1419,1746.03515625,1747.265625,1746.650390625,1.23046875
1420,1747.265625,1748.49609375,1747.880859375,1.23046875
1421,1748.49609375,1749.7265625,1749.111328125,1.23046875
1422,1749.7265625,1750.95703125,1750.341796875,1.23046875
1423,1750.95703125,1752.1875,1751.572265625,1.23046875
1424,1752.1875,1753.41796875,1752.802734375,1.23046875
1425,1753.41796875,1754.6484375,1754.033203125,1.23046875
1426,1754.6484375,1755.87890625,1755.263671875,1.23046875
1427,1755.87890625,1757.109375,1756.494140625,1.23046875
1428,1757.109375,1758.33984375,1757.724609375,1.23046875
1429,1758.33984375,1759.5703125,1758.955078125,1.23046875
1430,1759.5703125,1760.80078125,1760.185546875,1.23046875
1431,1760.80078125,1762.03125,1761.416015625,1.23046875
1432,1762.03125,1763.26171875,1762.646484375,1.23046875
1433,1763.26171875,1764.4921875,1763.876953125,1.23046875
1434,1764.4921875,1765.72265625,1765.107421875,1.23046875
1435,1765.72265625,1766.953125,1766.337890625,1.23046875
1436,1766.953125,1768.18359375,1767.568359375,1.23046875
1437,1768.18359375,1769.4140625,1768.798828125,1.23046875
1438,1769.4140625,1770.64453125,1770.029296875,1.23046875
1439,1770.64453125,1771.875,1771.259765625,1.23046875
1440,1771.875,1773.10546875,1772.490234375,1.23046875
1441,1773.10546875,1774.3359375,1773.720703125,1.23046875
1442,1774.3359375,1775.56640625,1774.951171875,1.23046875
1443,1775.56640625,1776.796875,1776.181640625,1.23046875
1444,1776.796875,1778.02734375,1777.412109375,1.23046875
1445,1778.02734375,1779.2578125,1778.642578125,1.23046875
1446,1779.2578125,1780.48828125,1779.873046875,1.23046875
1447,1780.48828125,1781.71875,1781.103515625,1.23046875
1448,1781.71875,1782.94921875,1782.333984375,1.23046875
1449,1782.94921875,1784.1796875,1783.564453125,1.23046875
1450,1784.1796875,1785.41015625,1784.794921875,1.23046875
1451,1785.41015625,1786.640625,1786.025390625,1.23046875
1452,1786.640625,1787.87109375,1787.255859375,1.23046875
1453,1787.87109375,1789.1015625,1788.486328125,1.23046875
1454,1789.1015625,1790.33203125,1789.716796875,1.23046875
1455,1790.33203125,1791.5625,1790.947265625,1.23046875
1456,1791.5625,1792.79296875,1792.177734375,1.23046875
1457,1792.79296875,1794.0234375,1793.408203125,1.23046875
1458,1794.0234375,1795.25390625,1794.638671875,1.23046875
1459,1795.25390625,1796.484375,1795.869140625,1.23046875
1460,1796.484375,1797.71484375,1797.099609375,1.23046875
1461,1797.71484375,1798.9453125,1798.330078125,1.23046875
1462,1798.9453125,1800.17578125,1799.560546875,1.23046875
1463,1800.17578125,1801.40625,1800.791015625,1.23046875
1464,1801.40625,1802.63671875,1802.021484375,1.23046875
1465,1802.63671875,1803.8671875,1803.251953125,1.23046875
1466,1803.8671875,1805.09765625,1804.482421875,1.23046875
1467,1805.09765625,1806.328125,1805.712890625,1.23046875
1468,1806.328125,1807.55859375,1806.943359375,1.23046875
1469,1807.55859375,1808.7890625,1808.173828125,1.23046875
1470,1808.7890625,1810.01953125,1809.404296875,1.23046875
1471,1810.01953125,1811.25,1810.634765625,1.23046875
1472,1811.25,1812.48046875,1811.865234375,1.23046875
1473,1812.48046875,1813.7109375,1813.095703125,1.23046875
1474,1813.7109375,1814.94140625,1814.326171875,1.23046875
1475,1814.94140625,1816.171875,1815.556640625,1.23046875
1476,1816.171875,1817.40234375,1816.787109375,1.23046875
1477,1817.40234375,1818.6328125,1818.017578125,1.23046875
1478,1818.6328125,1819.86328125,1819.248046875,1.23046875
1479,1819.86328125,1821.09375,1820.478515625,1.23046875
1480,1821.09375,1822.32421875,1821.708984375,1.23046875
1481,1822.32421875,1823.5546875,1822.939453125,1.23046875
1482,1823.5546875,1824.78515625,1824.169921875,1.23046875
1483,1824.78515625,1826.015625,1825.400390625,1.23046875
1484,1826.015625,1827.24609375,1826.630859375,1.23046875
1485,1827.24609375,1828.4765625,1827.861328125,1.23046875
1486,1828.4765625,1829.70703125,1829.091796875,1.23046875
1487,1829.70703125,1830.9375,1830.322265625,1.23046875
1488,1830.9375,1832.16796875,1831.552734375,1.23046875
1489,1832.16796875,1833.3984375,1832.783203125,1.23046875
1490,1833.3984375,1834.62890625,1834.013671875,1.23046875
1491,1834.62890625,1835.859375,1835.244140625,1.23046875
1492,1835.859375,1837.08984375,1836.474609375,1.23046875
1493,1837.08984375,1838.3203125,1837.705078125,1.23046875
1494,1838.3203125,1839.55078125,1838.935546875,1.23046875
1495,1839.55078125,1840.78125,1840.166015625,1.23046875
1496,1840.78125,1842.01171875,1841.396484375,1.23046875
1497,1842.01171875,1843.2421875,1842.626953125,1.23046875
1498,1843.2421875,1844.47265625,1843.857421875,1.23046875
1499,1844.47265625,1845.703125,1845.087890625,1.23046875
1500,1845.703125,1846.93359375,1846.318359375,1.23046875
1501,1846.93359375,1848.1640625,1847.548828125,1.23046875
